//Vanilla
Invert X|Spiegel X
However, there is nothing that stops you from overcoming this region's challenges as you are right now.|Maar er is niets dat je ervan weerhoudt om dit gebied’s uitdagingen nu te overkomen.
Your friend is very large, how did you fit them in here?|Jouw vriend is erg groot, hoe kreeg je hen hierbinnen?
How did you bring that in here... I think it is as surprised as I am!|Hoe kreeg je dat hierbinnen… Ik denk dat het net zo verrast is als ik ben!
Oh, that is not a friend...|Oh, dat is geen vriend...
Oh...|Oh...
I do enjoy the company of you and your friend though, <PlayerName>.|Ik geniet wel van het gezelschap van jou en je vriend, <PlayerName>.
Is this your friend, <PlayerName>?|Is dat jouw vriend, <PlayerName>?
Best of luck to you, and your companion. There is nothing else I can do.|Veel geluk naar jou, en je reisgenoot. Er is verder niks dat ik kan doen.
Please do not bring more wildlife into my chamber.|Breng alsjeblieft niet meer wild naar mijn kamer.
How did you fit them inside here anyhow?|Hoe kreeg je hen überhaupt hier binnen?
Take your friend with you. Please. I beg you.|Neem je vriend met je mee. Alsjeblieft. Ik smeek je.

//Arena
Gathering|Verzamelen
Theft|Diefstal
Centipede Maze|Duizendpoot Doolhof
Competition|Competitie
Bobbing and Popping|Hoppen en Ploppen
Hunting Grounds|Jachtgronden
Flying Feast|Vliegend Feestmaal
Fair Trade|Eerlijke Handel
Air Strike|Luchtaanval
Rescue|Redding
Shaded Banquet|Verduisterd Banket
Little Bites|Kleine Hapjes
Full Stomach|Volle Buik
Suburban|Randen
Linear Farms|Uitgestrekte Akkers
Limited Ammunition|Beperkte Ammunitie
Deadly Traps|Dodelijke Vallen
Plummet|Bommetje
Glimmering Buffet|Glinsterend Buffet
Infinite Utility|Oneindige Nuttigheid
Babysitting|Babysitten
Noot Scoot|Met Toeterende Spoed
Incubation|Incubatie
Flushed|Weggespoeld
Lamplighter|Lantaarnopsteker
Surrounded|Omsingeld
Blast Fishing|Explosief Vissen
Hard Boiled|Hardgekookt
Perfect Parries|Perfect Geblokkeerd
Patrol|Patrouille
Sheep Dog|Herdershond
Shocking Pursuit|Schokkende Achtervolging
Wandering Lights|Dwalende Lichten
Electric Threading|Elektrisch Rijgen
Relentless Leapers|Meedogenloze Springers
Snow and Ash|Sneeuw en As
Daddy World|Rot Wereld
Claustrophobia|Claustrofobie
Caustic Vats|Bijtende Vaten
Target Practice|Schietoefening
Mudskipper|Slijkspringer
Failed Inspection|Gefaalde Inspectie
Descending Snips|Neerdalend Geknip
Endurance|Uithoudingsvermogen
Malevolent Pacifism|Kwaadaardig Pacifisme
Minefield|Mijnenveld
Opposition|Oppositie
Flaming Pursuit|Vurige Achtervolging
Moving Target|Bewegend Doelwit
Stygian Depths|Helse Dieptes
The Stash|De Voorraad
Corridor Patrol|Gang Patrouille
Swing to Survive!|Slinger om te Overleven!
Precarious Danglefruit|Riskant Hangfruit
Dragon Slayer|Drakendoder
No Turning Back|Geen Weg Terug
Acidic Popcorn|Zure Popcorn
Lizards Reloaded|Hagedissen Herladen
Armor Piercing Rounds|Pantser-Doordringende Schoten
Hyper Light Transfer|Vederlicht Transport
Extreme Multitasking|Extreem Multitasken
Toxic Distillery|Giftige Stokerij
Micro-Ecology|Micro-Ecologie
Sliver of Straw|Versplinterd Stro

Amphitheater|Amfitheater
Frame|Geraamte
Levels|Verdiepingen
Platforms|Platformen
Warehouse|Warenhuis
Blocks|Blokken
Chamber|Kamer
Stoneheads|Steenhoofden
Hole|Gat
Shafts|Schachten
Stove Pipes|Kachelpijpen
Scaffolding|Steiger
Thrones|Tronen
Grid|Rooster
Pit|Put
Pylons|Pylonen
Refinery|Raffinaderij
Waterworks|Waterwerken
Cabinets|Kabinetten
Hive|Korf
Planters|Poters
Cistern|Reservoir
Filters|Filters
Water Reactor|Water Reactor
Antenna|Antennes
Array|Opstelling
Summit|Top
Accelerator|Versneller
Islands|Eilanden
Joint|Verbinding
Waste Deposit|Afvalstorting
Cave|Grot
Nest|Nest
Shortcuts|Sluipwegen
Roof|Dak
Sky Lobby|Hemel Entree
Memory Bypass|Geheugen Omleiding
Rust Core|Roestkern
Side Paths|Zijwegen
Void Shrine|Leegte Tempel
Conflux|Samenvloeiing
Dark Tower|Donkere Toren
Railway|Spoorweg
Sun Baked|Zonovergoten
Decaying Construct|Rottende Constructie
Lightning Machine|Bliksemmachine
Barrens|Dorre Streken
Twisted Ruin|Verwrongen Ruïne
Gantry|Hijsbalk
Towering|Torenhoog
Sea Spires|Zee Spitsen
Substructure|Substructuur
Acid Field|Zuur Veld
Crawl Space|Kruipruimte
Man Eater|Haaienbek
Muck Machine|Drab Machine
Rock Bottom|Steenbodem
Filtration Node|Filtratieknoop
Submerged|Onderzees

//inv
we forgot to render this one sorry|we zijn vergeten deze te renderen sorry
Nachos Will Never Be The Same|Nachos Zullen Nooit Meer Hetzelfde Zijn
Painage System|Afgang Systeem
Tower of Gains|De Louteringsberg
Uberhang|De Ondergang
TOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBS|TUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUBES
Moist|Zompig
Andrew's Basement|Andrew's Kelder
Thanks Andrew.|Je wordt bedankt, Andrew.

//1.9.15
BACKUPS|BACK-UPS
RESTORE|HERSTELLEN
CREATE|CREEËREN
DELETE|VERWIJDEREN
INFO|INFO
STORY DATA|VERHAAL GEGEVENS
No data|Geen gegevens
Stops nearby explosions causing a ringing sound to play|Weerhoud nabije explosies ervan om een ringend geluid te laten spelen
No Ringing in Ears|Geen gering in oren
backup_restore_confirm|JOUW HUIDIGE OPGESLAGEN GEGEVENS ZULLEN VERWIJDERD WORDEN!<LINE><LINE>Het kiezen om te herstellen zal de opgeslagen gegevens in AL jouw opgeslagen gegevens slots overschrijven met de gegevens van deze back-up.<LINE>Deze operatie is permanent en kan niet ongedaan worden gemaakt.<LINE><LINE>Weet je zeker dat je jouw huidige opgeslagen gegevens wilt overschrijven met de gegevens van {X}?
backup_restore_success|De opgeslagen gegevens van {X} zijn  hersteld.
backup_info_disclaimer|(Gegevens hier zijn gebaseerd op jouw huidige ingeschakelde mods.<LINE>Er kunnen nog aanvullende gegevens bestaan van mods die op het huidige moment uitgeschakeld zijn)
Issues found while loading mods!<LINE>Disabling problematic mods.<LINE>Press continue and then launch the game again.|Problemen gevonden tijdens het laden van mods!<LINE>Problematische mods aan het uitschakelen.<LINE>Druk op verdergaan en start het spel dan opnieuw op.
Desync detected between user mod data and game mod data!<LINE>Re-sycing data.<LINE>Press continue and then launch the game again.<LINE>Disabled mods:|Desync gedetecteerd tussen gebruiker mod gegevens en spel mod gegevens!<LINE>Gegevens aan het her-synchroniseren.<LINE>Druk op verdergaan en start het spel dan opnieuw op.<LINE>Uitgeschakelde mods:
backups_description|Bekijk, creeër, of herstel voorheen geback-upte opslag gegevens.
backup_info_description|Bekijk informatie over de inhoud van de huidige geselecteerde back-up.
backup_restore_description|Overschrijf jouw huidige opslag gegevens met de inhoud van de geselecteerde back-up.
backup_create_description|Sla de huidige inhoud van jouw opslag gegevens op als een nieuwe back-up.
backup_delete_description|Verwijder de geselecteerde back-up van de lijst van back-ups.
backup_info_loading|Opslag slot informatie aan het laden...
backup_info_no_data|Er bestaan geen verhaal gegevens in deze opslag slot.
backup_delete_confirm|Weet je zeker dat je back-up {X} wilt verwijderen?<LINE>Deze handeling kan niet ongedaan gemaakt worden.
backup_delete_success|{X} was met succes verwijderd.
backup_create_success|Een nieuwe back-up {X} van jouw huidige opslag slot is gecreërd.
backup_restore_failed|Er is een fout opgetreden bij het herstellen van de geback-upte opslag gegevens. Om jouw opslag gegevens te beschermen, is het opstarten van het spel stopgezet.<LINE><LINE>Wil je opnieuw proberen om de geback-upte gegevens te herstellen?

//Watcher
The Throne|De Troon
Blast Deck|Lanceringsdek
Ridgeworks|Richelfabrieken
Salination|Zoutwinning
Heat Ducts|Hitteschachten
Fetid Glen|Walmend Dal
Marvelous!|Wonderlijk!
creaturetype-Rattler|Bottenrammelaar
creaturetype-BigMoth|Reuzenmot
creaturetype-BoxWorm|Kistworm
objecttype-Boomerang|Boemerang
LeaveSpinningTop1|OA! Kijk! Het is zelfs te dom om op te letten! OAOAOAOA!!
LeaveSpinningTop2|OA!! Wat onbeleefd!! Ik ging het net een cadeau geven.
DieAtSpinningTop1|OAOAOA!! Ja!!! Terug de grond in met jou!! Wat een idioot!! OAOAOAOAOAO
DieAtSpinningTop2|OA!! Kijk!! Ze hebben je al! OAOAOAOAOAO
DieAtSpinningTop3|OAOAOAOAOA!! En hier ook al schijnbaar?? Te dom om te leven, te base om te sterven.<LINE>Zo saai! Bleh! Ik vertrek.
Shattered Terrace|Verbrijzeld Terras
Verdant Waterways|Algenrijke Waterwegen
Crumbling Fringes|Afbrokkelende Randen
creaturetype-Frog|Kikker
So vital! Hah ha!|Zo levendig! Hah ha!
THE WATCHER|DE WAKER
The Watcher|De Waker
Coral Caves|Koraalgrotten
The Surface|Het Oppervlak
Sunlit Port|Zonnige Haven
Hydroponics|Hydrocultuur-kwekerij
Watcher|Waker
watcher-character-description|Een buitenstaander, alleen en afstandelijk. Observerend maar niet betrokken.<LINE>Met deze afstand komt nieuwe perspectieven, en nieuwe verbindingen. Een reis als geen ander.
creaturetype-ScavengerTemplar|Tempelheer-schooier
Outer Rim|Buitenste Rand
Deep Reef|Diep Rif
Rusted Wrecks|Verroeste Wrakken
Torrid Desert|Brandende Woestijn
Thermal Relay|Thermisch Relais
Station Annex|Stationsaanhangsel
Signal Spires|Signaalspitsen
Ancient Urban|Oude Stad
Stormy Coast|Stormachtige Kust
Cold Storage|Gekoelde Opslag
Tundra Fault|Toendra Breuk
Aether Ridge|Nevelrichel
Turbulent Pump|Turbulente Pomp
Desolate Tract|Verlaten Streek
Aerial Tramway|Bovengrondse Trambaan
Fallen Tramway|Vervallen Trambaan
Shrouded Coast|Versluierde Kust
Badlands|Badlands
Decaying Tunnels|Afrottende Tunnels
creaturetype-Rat|Rat
Ah! So spirited!|Ah! Zo levendig!
Infested Wastes|Besmette Woestenij
Corrupted Factories|Aangetaste Fabrieken
Torrential Railways|Onstuimige Spoorwegen
Unfortunate Evolution|Onfortuinlijke Evolutie
creaturetype-Barnacle|Eendenmossel
creaturetype-SandGrub|Zandmade
creaturetype-SkyWhale|Hemelvis
creaturetype-RotLoach|Rotkolossus
Daemon|Daimon
creaturetype-DrillCrab|Boorkrab
creaturetype-SmallMoth|Kleine mot
creaturetype-BigSandGrub|Zandworm
creaturetype-FireSprite|Vuurfee
creaturetype-Tardigrade|Beerdiertje
creaturetype-ScavengerDisciple|Volgelings-schooier
Oh, you have brought sundries?|Oh, heb je materiaal gebracht?
Never again will you be alone.|Nimmer zal jij alleen zijn.
creaturetype-Loach|Modderkruiper
Oh, show me again!|Oh, laat me het nog eens zien!
creaturetype-BlizzardLizard|Stormhagedis
creaturetype-BasiliskLizard|Basiliskhagedis
creaturetype-IndigoLizard|Indigo Hagedis
objecttype-FireSpriteLarva|Vuurfeelarve
Hold the SPECIAL button to camouflage from predators|Houd de SPECIAAL knop ingeknopt om je te camoufleren voor roofdieren
Hold UP and SPECIAL together to form new random paths|Houd OMHOOG en SPECIAAL tegelijkertijd ingedrukt om nieuwe willekeurige paden te vormen
Delight! For you will be exalted in this new kingdom!|Wees verheugd! Want je zult verheven worden in dit nieuwe koninkrijk!
This will consume the effect of a karma flower in the process|Dit zal de effect van een karmabloem consumeren
Holding UP and SPECIAL without a karma flower is unstable and dangerous|OMHOOG en SPECIAAL ingedrukt houden zonder karmabloem is instabiel en gevaarlijk
However, this can also form new random paths in a pinch|Maar dit kan ook nieuwe willekeurige paden vormen in a pinch
You can leave them here if you wish, as a contribution.|Je kunt het hier laten indien je dat wenst, als contributie.
Crossing to new frontiers takes a toll on the body, but sleep can help you recover|Het doorkruisen van nieuwe grenzen eist een tol op je lichaam, maar slapen kan je helpen te herstellen
Traveling too deep without resting will have consequences|Te diep reizen zonder uit te rusten heeft consequenties
A presence already binds this place|Een aanwezigheid bind deze plek al
This fringe is already too unstable|Deze uithoek is al te instabiel
Nothing to waste, every bit counts!|Niets te verspillen, elk beetje telt!
The paths overflow beyond measure|De paden overvloeien beyond measure
Oh such enthusiasm! I am honored!|Oh wat een enthousiasme! Ik voel me vereerd!
This remains a place of rest|Dit blijft een rustplaats
It is a joy to see you play!|Het is een genoegen om je te zien spelen!
My processes will dissolve them to their base components and those components will be added to the mass.|Mijn processen zullen het afbreken tot hun basiscomponenten en die zullen toegevoegd worden aan de massa.
Ahh yes! The paths! How wonderous!|Ahh ja! De paden! Hoe wonderbaarlijk!
How auspicious it was, our meeting...|Hoe gunstig het was, onze ontmoeting...
Forgive me if I cannot respond in kind. This body is so limited...|Vergeef het me als ik niet hetzelde doe. Dit lichaam is erg gelimiteerd...
How I have wished for this day. My dear friend, welcome.|Hoezeer ik gewenst heb voor deze dag. Mijn goede vriend, welkom.
JUMP button - View map for region_1|SPRINGEN knop - Bekijk kaart voor gebied
JUMP button - View map for region_2|kruis knop - Bekijk kaart voor gebied
JUMP button - View map for region_3|B Knop - Bekijk kaart voor gebied
JUMP button - View map for region_4|Omlaag Knop - Bekijk kaart voor gebied
JUMP button - View map for region_5|A Knop - Bekijk kaart voor gebied
PICK UP button - Return to regional map_1|OPPAKKEN knop - Terug naar de regionale kaart
PICK UP button - Return to regional map_2|vierkante knop - Terug naar de regionale kaart
PICK UP button - Return to regional map_3|Y Knop - Terug naar de regionale kaart
PICK UP button - Return to regional map_4|Linker Knop - Terug naar de regionale kaart
PICK UP button - Return to regional map_5|B Knop - Terug naar de regionale kaart
Fixed campaign seed|Vastgestelde campagne seed
watcher-description|Een uitbreiding die een nieuwe campagne toevoegd: De Waker. Deze uitbreiding bevat nieuwe gebieden, wezens, mechanieken, voorwerpen, meer dan 150 nieuwe muzieknummers en veel meer.
Enable tutorials|Schakel tutorials in
Special|Speciaal
Unlock Watcher arena character|Ontgrendel Waker arena personage
